BIOID,,COUNTRY NAME,TIME SPECIFIC COUNTRY NAME,COUNTRY ID,COUNTRY TEXT ID,COW COUNTRY ID,FNAME_ORIG,LNAME_ORIG,FNAME,LNAME,FullName,GOVTWIT,GOVTWIT_ID,PTWIT ,PTWIT_ID,OTWIT,OTWIT_ID,OTWIT_TYPE,OTWIT_2,OTWIT_ID_2,OTWIT_TYPE_2,OTWIT_3,OTWIT_ID_3,OTWIT_TYPE_3,OTWIT_4,OTWIT_ID_4,OTWIT_TYPE_4,OTWIT_5,OTWIT_ID_5,OTWIT_TYPE_5,OTWIT_6,OTWIT_ID_6,OTWIT_TYPE_6,OFFICE1,OFFICE1_LEVEL,OFFICE1_CONSTITUENCYLEVEL1,OFFICE1_CONSTITUENCYLEVEL2,OFFICE1_CONSTITUENCYLEVEL3,OFFICE1_CONSTITUENCYLEVEL4,OFFICE1_CONSTITUENCYLEVEL5,OFFICE1_TERRITORIAL,OFFICE1_RESERVED,OFFICE1_ELECTORALSYSTEM,OFFICE1_MAGNITUDE,OFFICE1_CLOSEDLIST,OFFICE1_LISTNUM,OFFICE1_ROUND,OFFICE1_MAXROUNDS,OFFICE1_TERMLENGTH,OFFICE1_ELECTION RESULT PRIMARY,OFFICE1_ASSUMED OFFICE,OFFICE1_RESULT DISCREPANCY,OFFICE2,OFFICE2_LEVEL,OFFICE2_CONSTITUENCYLEVEL1,OFFICE2_CONSTITUENCYLEVEL2,OFFICE2_CONSTITUENCYLEVEL3,OFFICE2_CONSTITUENCYLEVEL4,OFFICE2_CONSTITUENCYLEVEL5,OFFICE2_TERRITORIAL,OFFICE2_RESERVED,OFFICE2_ELECTORALSYSTEM,OFFICE2_MAGNITUDE,OFFICE2_CLOSEDLIST,OFFICE2_LISTNUM,OFFICE2_ROUND,OFFICE2_MAXROUNDS,OFFICE2_TERMLENGTH,OFFICE2_ELECTION RESULT,OFFICE2_ASSUMED OFFICE,OFFICE2_RESULT DISCREPANCY,INDEPENDENT,"PARTY NAME, ENGLISH","PARTY NAME, ORIGINAL",PARTY SHORT NAME,NUMERIC PARTY IDENTIFIER,PARTY FACTS ID,CMPCODE,CHES PARTY CODE,GPS PARTY CODE,"LIST NAME, ORIGINAL",OFFICE1_INCUMBENT,OFFICE2_INCUMBENT,YEAR-START,MONTH-START,DAY-START,YEAR-END,MONTH-END,DAY-END,GENDER,BIRTHDATE,EDUCATION,EDUCATION DISCIPLINE,ETHNICITY/RACE ,IMMIGRANT ,COUNTRY OF BIRTH,CURRENT PROFESSION,PRE-POLITICAL PROFESSION,OFFICE1_LAST CANDIDATE,OFFICE2_LAST CANDIDATE,LAST NATIONAL LEGISLATIVE CANDIDATE,PRIOR NATIONAL LEGISLATIVE CANDIDATE COUNT,PRIOR NATIONAL LEGISLATIVE CANDIDATE COUNT COMPLETE,LAST NATIONAL EXECUTIVE CANDIDATE,PRIOR NATIONAL EXECUTIVE CANDIDATE COUNT,PRIOR NATIONAL EXECUTIVE CANDIDATE COUNT COMPLETE,PRIOR HIGH PUBLIC OFFICE NAME 1,PRIOR HIGH PUBLIC OFFICE NAME ENGLISH 1,PRIOR HIGH PUBLIC OFFICE TYPE 1,PRIOR HIGH PUBLIC OFFICE LEVEL 1,PRIOR HIGH PUBLIC OFFICE START 1,PRIOR HIGH PUBLIC OFFICE END 1,PRIOR HIGH PUBLIC OFFICE 2..N,OTHER POLITICAL EXPERIENCE ,FEC_ID,EDUCATION DISCIPLINE GRADUATE,ETHNICITY,VETERAN,MODIFIED,COMMENTS,OFFICE1_ELECTION_RESULT_GENERAL,334
4704411,,United States of America,,,,,Ed,Butler,Ed,Butler,Ed Butler,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704421,,United States of America,,,,,Ryan,Williams,Ryan,Williams,Ryan Williams,,,,,RyanWilliamsTN,374241533,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704431,,United States of America,,,,,Cheryl,Womack Uselton,Cheryl,Womack Uselton,Cheryl Womack Uselton,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704432,,United States of America,,,,,Paul,Sherrell,Paul,Sherrell,Paul Sherrell,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704441,,United States of America,,,,,Kesa,Fowler,Kesa,Fowler,Kesa Fowler,,,,,FowlerKesa,1528404325466312712,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704442,,United States of America,,,,,William,Lamberth,William,Lamberth,William Lamberth,,,,,WilliamLamberth,494940935,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704451,,United States of America,,,,,Johnny,Garrett,Johnny,Garrett,Johnny Garrett,,,,,JohnnyGarrett4,467409801,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704461,,United States of America,,,,,Clark,Boyd,Clark,Boyd,Clark Boyd,,,,,ClarkBoydTN,994226930508591104,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704471,,United States of America,,,,,Rush,Bricken,Rush,Bricken,Rush Bricken,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704481,,United States of America,,,,,Matt,Ferry,Matt,Ferry,Matt Ferry,,,,,MattferryTN48,997014940392263681,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704482,,United States of America,,,,,Bryan,Terry,Bryan,Terry,Bryan Terry,,,,,BryanTerry4TN,2193317144,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704491,,United States of America,,,,,Morgan,Woodberry,Morgan,Woodberry,Morgan Woodberry,,,,,Woodberry49th,1510325208112152586,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704492,,United States of America,,,,,Mike,Sparks,Mike,Sparks,Mike Sparks,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704501,,United States of America,,,,,Bo,Mitchell,Bo,Mitchell,Bo Mitchell,,,,,VoteBo,266108963,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704511,,United States of America,,,,,Bill,Beck,Bill,Beck,Bill Beck,,,,,beckfortn,2548594812,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704521,,United States of America,,,,,Justin,Jones,Justin,Jones,Justin Jones,,,,,brotherjones_,1063844677139476481,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704531,,United States of America,,,,,Jason,Powell,Jason,Powell,Jason Powell,,,JasonLPowell,41152962,PowellforTN,515779610,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704532,,United States of America,,,,,Dia,Hart,Dia,Hart,Dia Hart,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704541,,United States of America,,,,,Vincent,Dixie,Vincent,Dixie,Vincent Dixie,,,vincentdixie54,866442764329914370,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704551,,United States of America,,,,,John Ray,Clemmons,John Ray,Clemmons,John Ray Clemmons,,,,,JRClemmons,34067422,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704561,,United States of America,,,,,Bob,Freeman,Bob,Freeman,Bob Freeman,,,,,VoteBobFreeman,926236748774035457,2,bobfreemantn,14297885,2,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704571,,United States of America,,,,,Susan,Lynn,Susan,Lynn,Susan Lynn,,,QusanMLynn,1318586262828257281,,,,SusanMLynn,,4,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704581,,United States of America,,,,,Harold,Love,Harold,Love,Harold Love,,,HaroldLoveJr,523534429,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704591,,United States of America,,,,,Caleb,Hemmer,Caleb,Hemmer,Caleb Hemmer,,,,,CalebHemmer,480694311,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704592,,United States of America,,,,,Michelle,Foreman,Michelle,Foreman,Michelle Foreman,,,,,Michelle4TN,1486044425369407499,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704601,,United States of America,,,,,Darren,Jernigan,Darren,Jernigan,Darren Jernigan,,,,,dsjernigan,54317387,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704602,,United States of America,,,,,Christopher,Huff,Christopher,Huff,Christopher Huff,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704611,,United States of America,,,,,Steven,Cervantes,Steven,Cervantes,Steven Cervantes,,,,,stevenfor61,1521162644232753152,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704612,,United States of America,,,,,Gino,Bulso,Gino,Bulso,Gino Bulso,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704621,,United States of America,,,,,Pat,Marsh,Pat,Marsh,Pat Marsh,,,RepPatMarsh,932185850,opatmarsh1,2817846925,4,marsh4tn,55087068,2,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704631,,United States of America,,,,,Kisha,Davis,Kisha,Davis,Kisha Davis,,,,,electkishadavis,1521206555542269952,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704632,,United States of America,,,,,Jake,McCalmon,Jake,McCalmon,Jake McCalmon,,,,,JakeMcCalmonTN,840318566217969664,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704641,,United States of America,,,,,Jameson,Manor,Jameson,Manor,Jameson Manor,,,coachjm68,993916242,JTn64,1492620400345456643,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704642,,United States of America,,,,,Scott,Cepicky,Scott,Cepicky,Scott Cepicky,,,ScottCepicky,111983609,CepickyTn64,957098517771816960,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704651,,United States of America,,,,,Sam,Whitson,Sam,Whitson,Sam Whitson,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704661,,United States of America,,,,,Sabi,Kumar,Sabi,Kumar,Sabi Kumar,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704671,,United States of America,,,,,Ronnie,Glynn,Ronnie,Glynn,Ronnie Glynn,,,,,ronniefor67,1551721620250796033,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704672,,United States of America,,,,,Tommy,Vallejos,Tommy,Vallejos,Tommy Vallejos,,,TommyVallejos,1289807820335001601,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704681,,United States of America,,,,,Curtis,Johnson,Curtis,Johnson,Curtis Johnson,,,rep_johnson,981254943200948225,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704691,,United States of America,,,,,Candie,Loreeta Hedge,Candie,Loreeta Hedge,Candie Loreeta Hedge,,,CandieHedge,132018139,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704692,,United States of America,,,,,Jody,Barrett,Jody,Barrett,Jody Barrett,,,,,Jodyforstaterep,1512083306627493896,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704701,,United States of America,,,,,Clay,Doggett,Clay,Doggett,Clay Doggett,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704711,,United States of America,,,,,David,Carson II,David,Carson II,David Carson II,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704712,,United States of America,,,,,Kip,Capley,Kip,Capley,Kip Capley,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704721,,United States of America,,,,,Kirk,Haston,Kirk,Haston,Kirk Haston,,,KirkHaston35IU,458017987,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704731,,United States of America,,,,,Erica,Coleman,Erica,Coleman,Erica Coleman,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704732,,United States of America,,,,,Chris,Todd,Chris,Todd,Chris Todd,,,,,RepChrisTodd,456295476,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704741,,United States of America,,,,,Jay,Reedy,Jay,Reedy,Jay Reedy,,,,,JayDReedy,727560317463625728,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704751,,United States of America,,,,,Jeff,Burkhart,Jeff,Burkhart,Jeff Burkhart,,,,,BurkhartJeff,1519051656171819008,2,Burkhart4Mayor,173853489,2,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704761,,United States of America,,,,,Tandy,Darby,Tandy,Darby,Tandy Darby,,,tandarby,2466636841,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704771,,United States of America,,,,,Rusty,Grills,Rusty,Grills,Rusty Grills,,,,,rustygrills,1077033402,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704781,,United States of America,,,,,Krystle,James,Krystle,James,Krystle James,,,,,votekrystle,1254130052230524928,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704782,,United States of America,,,,,Mary,Littleton,Mary,Littleton,Mary Littleton,,,MaryLittleton78,1710376532,78RepLittleton ,762708473087946752 ,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704791,,United States of America,,,,,Thomas,Jefferson,Thomas,Jefferson,Thomas Jefferson,,,,,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
4704792,,United States of America,,,,,Brock,Martin,Brock,Martin,Brock Martin,,,drbrock12,755402366,BrockMartinTN,1490693587113320454,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704801,,United States of America,,,,,Johnny,Shaw,Johnny,Shaw,Johnny Shaw,,,JohnnyShaw10,1085698630059737094,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704811,,United States of America,,,,,Debra,Moody,Debra,Moody,Debra Moody,,,RepDebraMoody,527613971,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704821,,United States of America,,,,,Chris,Hurt,Chris,Hurt,Chris Hurt,,,,,StateHurt,1227632972070866945,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704831,,United States of America,,,,,Mark,White,Mark,White,Mark White,,,RepMarkWhiteTN,1390699915161088005,RepMarkWhite,461192169,4,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704841,,United States of America,,,,,Joe,Towns Jr.,Joe,Towns Jr.,Joe Towns Jr.,,,RepJoeTownsJr,989332995491352577,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704851,,United States of America,,,,,Jesse,Chism,Jesse,Chism,Jesse Chism,,,JesseChism,1177216204777369600,,,,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
4704861,,United States of America,,,,,Barbara,Cooper,Barbara,Cooper,Barbara Cooper,,,Barbara12045855,4575879507,TNRepCooper,268561384,2,,,,,,,,,,,,,,,,State House of Representatives,2,United States of America,Tennessee,State Representative District 86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
